source,station,station_id,period_start,period_end,source_scale_m,NDVI_p02,NDVI_p05,NDVI_p10,NDVI_p90,NDVI_p95,NDVI_p98,nonwater_pixel_count,coverage_pct,products
HLS,Bananera,00000000000000000002,2022-01-01,2022-01-09,30,0.5556592628470267,0.7991034583825145,0.8369920652098763,0.9040635584385905,0.9077262455722597,0.9107539685953369,287,100.0,8
HLS,Manglar,00000000000000000003,2022-01-01,2022-01-09,30,0.6606628209395993,0.6884712782142604,0.7078934744246836,0.8561546547068133,0.8674396159755767,0.8744326843266741,272,100.0,8
HLS,Bosque seco,00000000000000000004,2022-01-01,2022-01-09,30,0.39696314906136726,0.5403726732279516,0.5885810314226615,0.8573046927744201,0.8650791696685091,0.8678259274600489,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2022-01-09,2022-01-17,30,0.618269957261917,0.6454650516948456,0.6629151672832825,0.8327374403607206,0.8471957228843883,0.8603471594584307,288,100.0,7
HLS,Manglar,00000000000000000003,2022-01-09,2022-01-17,30,0.6303465433044652,0.6651162720852679,0.6887637259762824,0.8442599552581168,0.8581972701112601,0.8722637098753891,250,93.53357122381736,7
HLS,Bosque seco,00000000000000000004,2022-01-09,2022-01-17,30,0.4109317634564186,0.4845300739775682,0.5319001650648543,0.8410529723696947,0.848447339805319,0.8583113737446716,271,100.0,7
HLS,Pastos limpios,00000000000000000000,2022-01-17,2022-01-25,30,0.6314736946957014,0.6476427206306018,0.6687440647946125,0.8035713268955956,0.8274410470447443,0.8415283463302691,288,100.0,8
HLS,Palma,00000000000000000001,2022-01-17,2022-01-25,30,0.6599303151808352,0.7164732035100165,0.7770008286224437,0.8876175741642202,0.889377522511611,0.8953693417007839,286,100.0,8
HLS,Bananera,00000000000000000002,2022-01-17,2022-01-25,30,0.57027601158241,0.804745036294658,0.832392149881982,0.9085279702463352,0.9115388338206537,0.9115388338206537,287,100.0,8
HLS,Manglar,00000000000000000003,2022-01-17,2022-01-25,30,0.6090449031498755,0.6374075731304523,0.6636411519528763,0.8369898554793367,0.8524843436218158,0.8650306800236808,272,100.0,8
HLS,Bosque seco,00000000000000000004,2022-01-17,2022-01-25,30,0.45501135884740024,0.4775236615296564,0.506934498275904,0.8193324391874096,0.8325943597809136,0.8424230390196452,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2022-01-25,2022-02-02,30,0.6123756385676373,0.6356142482355004,0.6454691269832946,0.7820193222885652,0.803455711703399,0.8313563790470733,288,100.0,8
HLS,Palma,00000000000000000001,2022-01-25,2022-02-02,30,0.5533068373240051,0.6343465588607696,0.6858865086739142,0.883706841389558,0.889535335380054,0.8955150384194878,286,100.0,8
HLS,Bananera,00000000000000000002,2022-01-25,2022-02-02,30,0.5559217329629967,0.7535316131974463,0.8033908611859178,0.8968533951532399,0.900040674758147,0.900040674758147,287,100.0,8
